use_llm,timestamp,path,media_reference,media_item_rid
,2025-06-19T00:49:25.078Z,14018.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-622a-7a1e-b624-534295da2a04""}}}",ri.mio.main.media-item.019785a9-622a-7a1e-b624-534295da2a04
"{country=India, state_or_region=, postal_code=380 054, full_address=Intas Pharmaceuticals Limited, Ahmedabad-380 054, India.}",2025-06-19T00:14:19.939Z,1402.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.01978589-4ccd-7768-8cb5-76622416ecdd""}}}",ri.mio.main.media-item.01978589-4ccd-7768-8cb5-76622416ecdd
"{country=USA, state_or_region=IL, postal_code=60015, full_address=Deerfield, IL 60015 USA}",2025-06-19T00:49:24.330Z,14028.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-6206-7a57-83eb-4a65a1b57a76""}}}",ri.mio.main.media-item.019785a9-6206-7a57-83eb-4a65a1b57a76
,2025-06-19T00:49:28.811Z,14044.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-78ae-7ecb-9bb8-724afcbe46b5""}}}",ri.mio.main.media-item.019785a9-78ae-7ecb-9bb8-724afcbe46b5
,2025-06-19T00:49:27.981Z,14055.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-7895-7778-9483-24b53f816a1b""}}}",ri.mio.main.media-item.019785a9-7895-7778-9483-24b53f816a1b
,2025-06-19T00:49:30.799Z,14064.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-78fb-7963-8003-fad9b19de0aa""}}}",ri.mio.main.media-item.019785a9-78fb-7963-8003-fad9b19de0aa
"{country=Canada, state_or_region=Quebec, postal_code=H7L 4A8, full_address=Bausch Health Companies Inc., Laval, Quebec H7L 4A8, Canada}",2025-06-19T00:49:29.242Z,14065.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-790a-7398-83cf-1b2a0ec42324""}}}",ri.mio.main.media-item.019785a9-790a-7398-83cf-1b2a0ec42324
"{country=USA, state_or_region=NJ, postal_code=08901, full_address=Ohm Laboratories Inc., New Brunswick, NJ 08901}",2025-06-19T00:49:31.232Z,14067.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-791d-7062-a5a1-8c489853ef3b""}}}",ri.mio.main.media-item.019785a9-791d-7062-a5a1-8c489853ef3b
"{country=, state_or_region=, postal_code=, full_address=}",2025-06-19T00:49:35.191Z,14068.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-90cc-7abe-a0e2-d5206b135343""}}}",ri.mio.main.media-item.019785a9-90cc-7abe-a0e2-d5206b135343
,2025-06-19T00:49:33.955Z,14076.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-90b1-740f-9f0e-02cfa9d262b8""}}}",ri.mio.main.media-item.019785a9-90b1-740f-9f0e-02cfa9d262b8
"{country=Belgium, state_or_region=, postal_code=, full_address=Janssen Pharmaceutica NV, Beerse, Belgium}",2025-06-19T00:49:34.371Z,14077.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-90a6-724e-9225-a0fda98dbba9""}}}",ri.mio.main.media-item.019785a9-90a6-724e-9225-a0fda98dbba9
"{country=Switzerland, state_or_region=, postal_code=CH-6950, full_address=Sintetica S.A., CH-6950 Mendrisio, Switzerland}",2025-06-19T00:49:36.506Z,14078.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-90fe-7ebd-9b72-212f4009ba97""}}}",ri.mio.main.media-item.019785a9-90fe-7ebd-9b72-212f4009ba97
"{country=USA, state_or_region=MN, postal_code=55369, full_address=UPSHER-SMITH LABORATORIES, LLC, Maple Grove, MN 55369}",2025-06-19T00:49:36.093Z,14094.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-90ff-709b-854b-29110af66093""}}}",ri.mio.main.media-item.019785a9-90ff-709b-854b-29110af66093
,2025-06-19T00:49:40.033Z,14095.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-a530-726a-8efa-88d5ace77315""}}}",ri.mio.main.media-item.019785a9-a530-726a-8efa-88d5ace77315
,2025-06-19T00:09:41.223Z,141.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.01978584-f8fd-7416-81b3-a36fefe2f107""}}}",ri.mio.main.media-item.01978584-f8fd-7416-81b3-a36fefe2f107
,2025-06-19T00:49:41.984Z,14106.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-a588-7ad1-8136-c42e978a324c""}}}",ri.mio.main.media-item.019785a9-a588-7ad1-8136-c42e978a324c
,2025-06-19T00:49:38.985Z,14107.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-a549-721e-b6cf-28f4c53c717b""}}}",ri.mio.main.media-item.019785a9-a549-721e-b6cf-28f4c53c717b
"{country=USA, state_or_region=MN, postal_code=55369, full_address=Maple Grove, MN 55369}",2025-06-19T00:49:40.473Z,14108.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-a612-7371-9c16-5a367214ebad""}}}",ri.mio.main.media-item.019785a9-a612-7371-9c16-5a367214ebad
"{country=USA, state_or_region=IL, postal_code=60047, full_address=Lake Zurich, IL 60047}",2025-06-19T00:49:42.628Z,14109.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-a5df-766d-b27c-6184c5badf7c""}}}",ri.mio.main.media-item.019785a9-a5df-766d-b27c-6184c5badf7c
"{country=, state_or_region=, postal_code=, full_address=}",2025-06-19T00:49:44.440Z,14114.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-bcce-7f80-a585-5e4f4b2f94e5""}}}",ri.mio.main.media-item.019785a9-bcce-7f80-a585-5e4f4b2f94e5
,2025-06-19T00:49:46.959Z,14119.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-bce6-78b1-a9b0-f08cc5ef0e1d""}}}",ri.mio.main.media-item.019785a9-bce6-78b1-a9b0-f08cc5ef0e1d
,2025-06-19T00:49:48.747Z,14120.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-bd15-77c0-bfd9-52e49cf121a9""}}}",ri.mio.main.media-item.019785a9-bd15-77c0-bfd9-52e49cf121a9
,2025-06-19T00:49:46.482Z,14122.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-bd8b-77fb-9eba-b81dcd7f94ca""}}}",ri.mio.main.media-item.019785a9-bd8b-77fb-9eba-b81dcd7f94ca
"{country=Spain, state_or_region=, postal_code=, full_address=Manufactured in Spain}",2025-06-19T00:49:48.331Z,14138.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-bd91-7deb-b828-dd3a71be9fb8""}}}",ri.mio.main.media-item.019785a9-bd91-7deb-b828-dd3a71be9fb8
"{country=USA, state_or_region=IL, postal_code=60015, full_address=Baxter Healthcare Corporation, Deerfield, IL 60015 USA}",2025-06-19T00:14:20.373Z,1414.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.01978589-4cda-77e5-a047-c21d9af92519""}}}",ri.mio.main.media-item.01978589-4cda-77e5-a047-c21d9af92519
,2025-06-19T00:49:53.171Z,14140.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-d4fd-7d4d-8b93-225f5aebd707""}}}",ri.mio.main.media-item.019785a9-d4fd-7d4d-8b93-225f5aebd707
"{country=UK, state_or_region=Cheshire, postal_code=WA7 3FA, full_address=Norton Healthcare Limited T/A Ivax Pharmaceuticals UK, Runcorn, Cheshire WA7 3FA England}",2025-06-19T00:49:52.159Z,14141.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-d561-7bf8-ab51-0892cd340875""}}}",ri.mio.main.media-item.019785a9-d561-7bf8-ab51-0892cd340875
"{country=, state_or_region=, postal_code=, full_address=}",2025-06-19T00:49:50.785Z,14142.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-d52c-7281-889e-6b3dde65e48e""}}}",ri.mio.main.media-item.019785a9-d52c-7281-889e-6b3dde65e48e
"{country=, state_or_region=, postal_code=, full_address=}",2025-06-19T00:49:53.601Z,14143.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-d559-729b-898d-957db69d29bc""}}}",ri.mio.main.media-item.019785a9-d559-729b-898d-957db69d29bc
"{country=USA, state_or_region=IL, postal_code=60015, full_address=Deerfield, IL 60015 USA}",2025-06-19T00:49:55.347Z,14150.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-d5a0-70b2-a184-3bf83334b055""}}}",ri.mio.main.media-item.019785a9-d5a0-70b2-a184-3bf83334b055
"{country=China, state_or_region=Sichuan, postal_code=611731, full_address=Chengdu, China 611731}",2025-06-19T00:49:58.579Z,14156.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-ee63-7d34-ac01-958cf47ec223""}}}",ri.mio.main.media-item.019785a9-ee63-7d34-ac01-958cf47ec223
"{country=USA, state_or_region=CT, postal_code=06901, full_address=Purdue Pharma L.P., Stamford, CT 06901}",2025-06-19T00:50:01.199Z,14163.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-eeda-7bbd-ae21-eb73b357c00b""}}}",ri.mio.main.media-item.019785a9-eeda-7bbd-ae21-eb73b357c00b
,2025-06-19T00:49:58.160Z,14179.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-eec5-77f1-b115-db4917c84b5b""}}}",ri.mio.main.media-item.019785a9-eec5-77f1-b115-db4917c84b5b
"{country=USA, state_or_region=MN, postal_code=55369, full_address=Maple Grove, MN 55369}",2025-06-19T00:50:00.334Z,14182.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-eeeb-7018-9baf-8d106a74cad1""}}}",ri.mio.main.media-item.019785a9-eeeb-7018-9baf-8d106a74cad1
"{country=USA, state_or_region=IL, postal_code=60015, full_address=Baxter Healthcare Corporation, Deerfield, IL 60015 USA}",2025-06-19T00:49:59.413Z,14183.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785a9-eeef-781c-a91c-bd7a3edd55c6""}}}",ri.mio.main.media-item.019785a9-eeef-781c-a91c-bd7a3edd55c6
"{country=PORTUGAL, state_or_region=, postal_code=, full_address=Estrada do Rio da Mó, 8, 8A e 8B — Fervença – 2705-906 Terrugem SINTRA, PORTUGAL}",2025-06-19T00:09:39.488Z,142.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.01978584-f94d-7245-a811-b34080042713""}}}",ri.mio.main.media-item.01978584-f94d-7245-a811-b34080042713
"{country=India, state_or_region=, postal_code=, full_address=TORRENT PHARMACEUTICALS LTD., INDIA.}",2025-06-19T00:50:06.513Z,14209.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785aa-05aa-7005-8856-2abec769a6a4""}}}",ri.mio.main.media-item.019785aa-05aa-7005-8856-2abec769a6a4
"{country=, state_or_region=, postal_code=, full_address=}",2025-06-19T00:14:18.685Z,1421.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.01978589-4cc8-7c74-8e20-4db428afbcea""}}}",ri.mio.main.media-item.01978589-4cc8-7c74-8e20-4db428afbcea
"{country=USA, state_or_region=Illinois, postal_code=60045, full_address=ICU Medical, Inc., Lake Forest, Illinois, 60045, USA}",2025-06-19T00:50:04.034Z,14210.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785aa-0563-7c90-9797-1ea5fe89b386""}}}",ri.mio.main.media-item.019785aa-0563-7c90-9797-1ea5fe89b386
"{country=PORTUGAL, state_or_region=, postal_code=2705-906, full_address=Estrada do Rio da Mó, 6, 8A e 8B – Fervença – 2705-906 Terrugem SNT, PORTUGAL}",2025-06-19T00:50:06.082Z,14216.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785aa-05b3-77c9-a90d-d72b4772de77""}}}",ri.mio.main.media-item.019785aa-05b3-77c9-a90d-d72b4772de77
"{country=PORTUGAL, state_or_region=, postal_code=2705-906, full_address=Estrada do Rio da Mó, 6, 8A e 8B – Fervença – 2705-906 Terrugem SNT, PORTUGAL}",2025-06-19T00:50:03.175Z,14224.xml.pdf,"{""mimeType"":""application/pdf"",""reference"":{""type"":""mediaSetViewItem"",""mediaSetViewItem"":{""mediaSetRid"":""ri.mio.main.media-set.e388d436-f9df-4bd4-bddf-4145cb915d58"",""mediaSetViewRid"":""ri.mio.main.view.83c51924-b798-486b-a771-de2ebbc31d6c"",""mediaItemRid"":""ri.mio.main.media-item.019785aa-05a1-731e-be2a-a983b4ed0bb7""}}}",ri.mio.main.media-item.019785aa-05a1-731e-be2a-a983b4ed0bb7
